"","id","Education","JoiningYear","City","PaymentTier","Age","Gender","EverBenched","ExperienceInCurrentDomain","LeaveOrNot","Gender_Numeric","EverBenched_Numeric","Education_Numeric"
"1267",1267,"Bachelors",2014,"New Delhi",3,24,"Male","No",2,0,0,0,1
"1268",1268,"Bachelors",2015,"Pune",2,28,"Female","Yes",2,1,1,1,1
"1269",1269,"Bachelors",2014,"New Delhi",3,28,"Male","No",5,0,0,0,1
"1270",1270,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1271",1271,"Bachelors",2014,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1272",1272,"Bachelors",2018,"Pune",3,26,"Male","No",4,1,0,0,1
"1273",1273,"Masters",2015,"Pune",2,28,"Female","No",2,0,1,0,2
"1274",1274,"Masters",2013,"New Delhi",3,28,"Male","No",2,1,0,0,2
"1275",1275,"Bachelors",2014,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1276",1276,"Masters",2015,"New Delhi",2,26,"Female","No",4,0,1,0,2
"1277",1277,"Bachelors",2016,"New Delhi",3,27,"Male","No",5,0,0,0,1
"1278",1278,"Bachelors",2014,"Bangalore",3,24,"Female","No",2,0,1,0,1
"1279",1279,"Masters",2017,"Pune",3,24,"Female","No",2,0,1,0,2
"1280",1280,"Bachelors",2014,"Pune",3,25,"Female","No",3,1,1,0,1
"1281",1281,"Bachelors",2015,"Pune",3,27,"Female","No",5,1,1,0,1
"1282",1282,"Bachelors",2017,"New Delhi",2,28,"Male","No",0,0,0,0,1
"1283",1283,"Bachelors",2017,"New Delhi",3,25,"Female","No",3,0,1,0,1
"1284",1284,"Bachelors",2012,"Pune",3,24,"Male","No",2,1,0,0,1
"1285",1285,"Masters",2016,"New Delhi",3,25,"Male","No",3,1,0,0,2
"1286",1286,"Bachelors",2015,"Pune",2,26,"Female","No",4,1,1,0,1
"1287",1287,"Masters",2014,"New Delhi",3,27,"Male","No",5,0,0,0,2
"1288",1288,"Bachelors",2015,"Bangalore",3,24,"Female","No",2,1,1,0,1
"1289",1289,"Bachelors",2014,"New Delhi",3,25,"Male","No",3,0,0,0,1
"1290",1290,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1291",1291,"Bachelors",2017,"New Delhi",3,24,"Female","No",2,1,1,0,1
"1292",1292,"Bachelors",2012,"Bangalore",3,28,"Male","No",1,0,0,0,1
"1293",1293,"Bachelors",2014,"Bangalore",1,26,"Male","No",4,0,0,0,1
"1294",1294,"Bachelors",2017,"Bangalore",3,28,"Male","Yes",3,0,0,1,1
"1295",1295,"Bachelors",2015,"Pune",1,25,"Female","No",3,1,1,0,1
"1296",1296,"Bachelors",2015,"Pune",2,24,"Female","Yes",2,1,1,1,1
"1297",1297,"Bachelors",2017,"Pune",2,26,"Male","No",4,0,0,0,1
"1298",1298,"Bachelors",2015,"Bangalore",3,28,"Male","No",0,0,0,0,1
"1299",1299,"Bachelors",2016,"Bangalore",3,28,"Male","No",2,0,0,0,1
"1300",1300,"Bachelors",2013,"Pune",3,28,"Female","Yes",3,1,1,1,1
"1301",1301,"Bachelors",2017,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1302",1302,"Masters",2015,"New Delhi",3,25,"Male","No",3,0,0,0,2
"1303",1303,"Bachelors",2012,"New Delhi",3,28,"Female","No",4,0,1,0,1
"1304",1304,"Bachelors",2012,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1305",1305,"Bachelors",2012,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1306",1306,"Masters",2017,"New Delhi",3,25,"Male","No",3,1,0,0,2
"1307",1307,"Bachelors",2017,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1308",1308,"Bachelors",2012,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1309",1309,"Bachelors",2017,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1310",1310,"Masters",2017,"New Delhi",2,25,"Male","Yes",3,1,0,1,2
"1311",1311,"Bachelors",2015,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1312",1312,"Bachelors",2013,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1313",1313,"Bachelors",2017,"Pune",3,25,"Female","No",3,1,1,0,1
"1314",1314,"Bachelors",2014,"New Delhi",3,28,"Female","Yes",2,0,1,1,1
"1315",1315,"Bachelors",2016,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1316",1316,"Bachelors",2018,"Bangalore",3,25,"Male","No",3,1,0,0,1
"1317",1317,"Bachelors",2012,"Bangalore",3,27,"Female","Yes",5,0,1,1,1
"1318",1318,"Bachelors",2017,"New Delhi",3,27,"Female","No",5,0,1,0,1
"1319",1319,"Bachelors",2016,"Bangalore",2,25,"Male","No",3,1,0,0,1
"1320",1320,"Bachelors",2016,"Bangalore",3,28,"Female","No",4,0,1,0,1
"1321",1321,"Bachelors",2017,"New Delhi",2,27,"Male","No",5,0,0,0,1
"1322",1322,"Bachelors",2016,"Bangalore",3,24,"Female","No",2,0,1,0,1
"1323",1323,"Bachelors",2013,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1324",1324,"Bachelors",2017,"New Delhi",2,25,"Female","No",3,0,1,0,1
"1325",1325,"Bachelors",2015,"Pune",3,24,"Male","No",2,0,0,0,1
"1326",1326,"Bachelors",2012,"New Delhi",3,25,"Female","No",3,0,1,0,1
"1327",1327,"PHD",2017,"New Delhi",3,27,"Female","No",5,0,1,0,3
"1328",1328,"Bachelors",2014,"Bangalore",3,25,"Female","No",3,1,1,0,1
"1329",1329,"Masters",2017,"Bangalore",3,28,"Male","No",2,0,0,0,2
"1330",1330,"Bachelors",2016,"Pune",3,25,"Male","No",3,0,0,0,1
"1331",1331,"Bachelors",2014,"Bangalore",3,25,"Male","Yes",3,0,0,1,1
"1332",1332,"Bachelors",2012,"New Delhi",3,27,"Male","No",5,0,0,0,1
"1333",1333,"Bachelors",2012,"Pune",3,25,"Female","No",3,1,1,0,1
"1334",1334,"Masters",2015,"New Delhi",3,27,"Female","No",5,0,1,0,2
"1335",1335,"Bachelors",2014,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1336",1336,"Bachelors",2015,"Pune",2,27,"Female","No",5,1,1,0,1
"1337",1337,"Bachelors",2014,"Bangalore",3,25,"Male","No",3,1,0,0,1
"1338",1338,"Bachelors",2015,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1339",1339,"Bachelors",2018,"New Delhi",3,26,"Female","No",4,1,1,0,1
"1340",1340,"Bachelors",2017,"Pune",2,26,"Female","No",4,1,1,0,1
"1341",1341,"Bachelors",2014,"Pune",2,24,"Female","No",2,1,1,0,1
"1342",1342,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1343",1343,"Bachelors",2017,"New Delhi",2,27,"Male","No",5,0,0,0,1
"1344",1344,"PHD",2012,"New Delhi",3,28,"Female","No",1,0,1,0,3
"1345",1345,"Masters",2012,"New Delhi",3,26,"Female","No",4,1,1,0,2
"1346",1346,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1347",1347,"Bachelors",2013,"Bangalore",3,28,"Female","No",0,1,1,0,1
"1348",1348,"Bachelors",2014,"Pune",3,26,"Male","No",4,0,0,0,1
"1349",1349,"Bachelors",2016,"Pune",2,24,"Female","No",2,1,1,0,1
"1350",1350,"Bachelors",2015,"Bangalore",1,24,"Female","No",2,1,1,0,1
"1351",1351,"Bachelors",2012,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1352",1352,"Masters",2014,"Pune",3,27,"Male","No",5,0,0,0,2
"1353",1353,"Masters",2017,"New Delhi",2,27,"Male","No",5,1,0,0,2
"1354",1354,"Masters",2017,"New Delhi",1,25,"Female","No",3,0,1,0,2
"1355",1355,"Masters",2012,"Pune",3,28,"Male","No",0,1,0,0,2
"1356",1356,"Masters",2012,"New Delhi",3,28,"Male","No",2,1,0,0,2
"1357",1357,"Masters",2013,"New Delhi",2,24,"Male","No",2,1,0,0,2
"1358",1358,"Bachelors",2015,"Pune",3,25,"Female","No",3,1,1,0,1
"1359",1359,"Masters",2017,"New Delhi",3,28,"Male","No",5,0,0,0,2
"1360",1360,"Bachelors",2013,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1361",1361,"Masters",2015,"Bangalore",3,28,"Male","No",1,1,0,0,2
"1362",1362,"Bachelors",2018,"Bangalore",3,27,"Female","Yes",5,1,1,1,1
"1363",1363,"Bachelors",2015,"Bangalore",3,24,"Male","No",2,1,0,0,1
"1364",1364,"Bachelors",2014,"Pune",3,26,"Male","No",4,0,0,0,1
"1365",1365,"Bachelors",2013,"New Delhi",3,25,"Female","No",3,0,1,0,1
"1366",1366,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1367",1367,"Bachelors",2018,"New Delhi",3,28,"Female","No",0,1,1,0,1
"1368",1368,"Bachelors",2013,"Bangalore",3,25,"Female","No",3,0,1,0,1
"1369",1369,"PHD",2012,"Pune",3,27,"Male","No",5,0,0,0,3
"1370",1370,"Bachelors",2013,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1371",1371,"Bachelors",2013,"Bangalore",3,28,"Female","No",3,0,1,0,1
"1372",1372,"Bachelors",2015,"Pune",3,24,"Male","No",2,0,0,0,1
"1373",1373,"Bachelors",2013,"Pune",3,27,"Male","No",5,0,0,0,1
"1374",1374,"Bachelors",2012,"New Delhi",3,27,"Male","No",5,0,0,0,1
"1375",1375,"Bachelors",2018,"Bangalore",3,26,"Female","Yes",4,1,1,1,1
"1376",1376,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1377",1377,"Bachelors",2015,"Pune",2,24,"Female","No",2,1,1,0,1
"1378",1378,"Bachelors",2016,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1379",1379,"PHD",2018,"Bangalore",3,27,"Female","No",5,1,1,0,3
"1380",1380,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1381",1381,"Bachelors",2015,"New Delhi",1,26,"Female","No",4,1,1,0,1
"1382",1382,"Bachelors",2015,"Pune",2,24,"Female","No",2,1,1,0,1
"1383",1383,"Bachelors",2013,"Pune",3,27,"Male","No",5,0,0,0,1
"1384",1384,"PHD",2016,"New Delhi",3,24,"Female","No",2,0,1,0,3
"1385",1385,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1386",1386,"Bachelors",2015,"Bangalore",3,28,"Male","No",5,0,0,0,1
"1387",1387,"Bachelors",2015,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1388",1388,"Bachelors",2016,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1389",1389,"Bachelors",2017,"Pune",3,25,"Female","No",3,1,1,0,1
"1390",1390,"Masters",2017,"New Delhi",2,26,"Male","No",4,1,0,0,2
"1391",1391,"Bachelors",2012,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1392",1392,"Bachelors",2014,"Bangalore",3,26,"Female","No",4,1,1,0,1
"1393",1393,"Bachelors",2015,"Pune",2,25,"Female","No",3,1,1,0,1
"1394",1394,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1395",1395,"Bachelors",2017,"Pune",2,28,"Male","No",1,1,0,0,1
"1396",1396,"Bachelors",2014,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1397",1397,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1398",1398,"PHD",2013,"Bangalore",3,26,"Male","No",4,0,0,0,3
"1399",1399,"Bachelors",2013,"New Delhi",3,25,"Female","Yes",3,1,1,1,1
"1400",1400,"Bachelors",2017,"Bangalore",1,28,"Female","No",3,0,1,0,1
"1401",1401,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1402",1402,"Bachelors",2015,"New Delhi",3,27,"Male","No",5,0,0,0,1
"1403",1403,"Masters",2013,"Pune",2,28,"Male","No",2,1,0,0,2
"1404",1404,"Bachelors",2013,"New Delhi",3,25,"Female","Yes",3,1,1,1,1
"1405",1405,"Masters",2017,"New Delhi",2,26,"Male","No",4,0,0,0,2
"1406",1406,"Masters",2016,"New Delhi",3,25,"Male","No",3,0,0,0,2
"1407",1407,"Bachelors",2017,"Bangalore",3,28,"Female","Yes",5,0,1,1,1
"1408",1408,"Masters",2017,"New Delhi",2,28,"Female","No",2,0,1,0,2
"1409",1409,"Bachelors",2012,"Bangalore",1,27,"Male","No",5,1,0,0,1
"1410",1410,"Bachelors",2018,"Bangalore",3,27,"Male","No",5,1,0,0,1
"1411",1411,"Bachelors",2016,"Bangalore",3,24,"Female","No",2,0,1,0,1
"1412",1412,"Bachelors",2017,"Pune",3,26,"Male","No",4,0,0,0,1
"1413",1413,"Bachelors",2017,"New Delhi",3,25,"Female","No",3,0,1,0,1
"1414",1414,"Bachelors",2015,"Pune",3,28,"Female","Yes",5,1,1,1,1
"1415",1415,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,1,0,0,1
"1416",1416,"Masters",2015,"Pune",2,26,"Female","Yes",4,1,1,1,2
"1417",1417,"Masters",2015,"Pune",3,25,"Male","No",3,1,0,0,2
"1418",1418,"Bachelors",2016,"Pune",3,27,"Female","No",5,1,1,0,1
"1419",1419,"Bachelors",2013,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1420",1420,"Bachelors",2018,"Pune",3,26,"Male","Yes",4,1,0,1,1
"1421",1421,"Bachelors",2014,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1422",1422,"Bachelors",2017,"Bangalore",1,25,"Male","No",3,0,0,0,1
"1423",1423,"Bachelors",2015,"New Delhi",3,26,"Male","No",4,0,0,0,1
"1424",1424,"Bachelors",2015,"Pune",3,24,"Female","No",2,1,1,0,1
"1425",1425,"Bachelors",2015,"Bangalore",3,28,"Male","No",2,0,0,0,1
"1426",1426,"Bachelors",2014,"Pune",2,26,"Female","No",4,1,1,0,1
"1427",1427,"Bachelors",2017,"Bangalore",3,27,"Male","No",5,1,0,0,1
"1428",1428,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1429",1429,"Bachelors",2018,"New Delhi",3,28,"Female","No",5,1,1,0,1
"1430",1430,"Bachelors",2015,"Bangalore",3,28,"Male","No",0,1,0,0,1
"1431",1431,"Bachelors",2016,"New Delhi",3,28,"Female","No",3,0,1,0,1
"1432",1432,"Bachelors",2017,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1433",1433,"Bachelors",2015,"Pune",3,24,"Female","No",2,1,1,0,1
"1434",1434,"Masters",2018,"New Delhi",3,28,"Male","No",2,1,0,0,2
"1435",1435,"Bachelors",2015,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1436",1436,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,1,0,0,1
"1437",1437,"Bachelors",2017,"New Delhi",2,28,"Female","No",0,0,1,0,1
"1438",1438,"Bachelors",2015,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1439",1439,"Bachelors",2012,"Bangalore",3,28,"Male","No",2,0,0,0,1
"1440",1440,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1441",1441,"Bachelors",2016,"Bangalore",1,24,"Male","No",2,0,0,0,1
"1442",1442,"Bachelors",2016,"Pune",3,27,"Male","No",5,0,0,0,1
"1443",1443,"Bachelors",2013,"Pune",3,24,"Male","No",2,0,0,0,1
"1444",1444,"Masters",2017,"Pune",2,26,"Female","No",4,1,1,0,2
"1445",1445,"Bachelors",2017,"New Delhi",3,26,"Male","No",4,0,0,0,1
"1446",1446,"Bachelors",2018,"Pune",3,25,"Female","No",3,1,1,0,1
"1447",1447,"Bachelors",2018,"Bangalore",3,24,"Male","No",2,1,0,0,1
"1448",1448,"Bachelors",2015,"Pune",3,24,"Male","Yes",2,0,0,1,1
"1449",1449,"Bachelors",2013,"Bangalore",3,24,"Female","No",2,1,1,0,1
"1450",1450,"Bachelors",2013,"Pune",2,28,"Male","Yes",0,1,0,1,1
"1451",1451,"Bachelors",2018,"Bangalore",3,24,"Male","No",2,1,0,0,1
"1452",1452,"Bachelors",2014,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1453",1453,"Bachelors",2016,"Bangalore",3,28,"Female","No",5,0,1,0,1
"1454",1454,"Bachelors",2014,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1455",1455,"Bachelors",2014,"Bangalore",3,26,"Female","No",4,0,1,0,1
"1456",1456,"Masters",2017,"Bangalore",2,28,"Male","No",2,0,0,0,2
"1457",1457,"Bachelors",2012,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1458",1458,"Bachelors",2016,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1459",1459,"Masters",2018,"Bangalore",3,28,"Male","No",2,1,0,0,2
"1460",1460,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1461",1461,"Bachelors",2012,"Pune",3,24,"Male","No",2,0,0,0,1
"1462",1462,"Bachelors",2016,"New Delhi",3,28,"Male","No",0,0,0,0,1
"1463",1463,"Bachelors",2012,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1464",1464,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1465",1465,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,1,0,0,1
"1466",1466,"Bachelors",2012,"Bangalore",1,27,"Male","No",5,0,0,0,1
"1467",1467,"Bachelors",2017,"Bangalore",3,28,"Female","No",5,0,1,0,1
"1468",1468,"Bachelors",2014,"Pune",3,25,"Male","No",3,0,0,0,1
"1469",1469,"Bachelors",2015,"Pune",3,25,"Male","No",3,0,0,0,1
"1470",1470,"Bachelors",2017,"Pune",2,28,"Male","No",0,1,0,0,1
"1471",1471,"Bachelors",2015,"Pune",2,26,"Female","No",4,1,1,0,1
"1472",1472,"Bachelors",2015,"Pune",2,27,"Female","No",5,1,1,0,1
"1473",1473,"Bachelors",2015,"Pune",3,26,"Female","No",4,1,1,0,1
"1474",1474,"Bachelors",2015,"Bangalore",2,28,"Female","No",3,1,1,0,1
"1475",1475,"Bachelors",2012,"Pune",3,25,"Male","No",3,0,0,0,1
"1476",1476,"Bachelors",2013,"Bangalore",3,25,"Male","Yes",3,1,0,1,1
"1477",1477,"Bachelors",2016,"New Delhi",3,26,"Male","No",4,0,0,0,1
"1478",1478,"PHD",2018,"New Delhi",3,24,"Female","No",2,1,1,0,3
"1479",1479,"Bachelors",2014,"Bangalore",3,27,"Female","No",5,0,1,0,1
"1480",1480,"Masters",2017,"New Delhi",2,26,"Male","Yes",4,1,0,1,2
"1481",1481,"Bachelors",2015,"Pune",2,27,"Female","No",5,1,1,0,1
"1482",1482,"Bachelors",2014,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1483",1483,"Masters",2017,"Pune",2,25,"Female","No",3,0,1,0,2
"1484",1484,"Bachelors",2017,"New Delhi",3,28,"Female","No",2,0,1,0,1
"1485",1485,"Bachelors",2014,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"1486",1486,"Bachelors",2012,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1487",1487,"Bachelors",2018,"Pune",3,24,"Male","No",2,1,0,0,1
"1488",1488,"Bachelors",2015,"Bangalore",3,27,"Female","Yes",5,1,1,1,1
"1489",1489,"Bachelors",2015,"New Delhi",3,28,"Female","No",3,0,1,0,1
"1490",1490,"Bachelors",2015,"Pune",3,27,"Female","No",5,1,1,0,1
"1491",1491,"Bachelors",2015,"Bangalore",3,28,"Male","No",5,0,0,0,1
"1492",1492,"Bachelors",2015,"New Delhi",2,27,"Female","Yes",5,1,1,1,1
"1493",1493,"Bachelors",2016,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1494",1494,"Masters",2017,"New Delhi",3,27,"Female","No",5,1,1,0,2
"1495",1495,"Bachelors",2017,"Pune",2,26,"Female","No",4,1,1,0,1
"1496",1496,"Bachelors",2015,"Pune",3,27,"Female","No",5,1,1,0,1
"1497",1497,"Bachelors",2018,"Pune",3,27,"Female","No",5,1,1,0,1
"1498",1498,"Bachelors",2012,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1499",1499,"Bachelors",2017,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1500",1500,"PHD",2013,"New Delhi",3,27,"Female","No",5,1,1,0,3
"1501",1501,"Bachelors",2016,"Bangalore",3,28,"Male","No",2,0,0,0,1
"1502",1502,"Bachelors",2012,"Bangalore",3,25,"Female","Yes",3,0,1,1,1
"1503",1503,"Bachelors",2015,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1504",1504,"Bachelors",2016,"Pune",2,24,"Female","No",2,1,1,0,1
"1505",1505,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,1,0,0,1
"1506",1506,"Bachelors",2014,"Pune",3,27,"Male","Yes",5,0,0,1,1
"1507",1507,"Bachelors",2013,"Bangalore",3,24,"Male","Yes",2,0,0,1,1
"1508",1508,"Bachelors",2017,"Bangalore",3,25,"Male","No",3,1,0,0,1
"1509",1509,"Bachelors",2017,"Pune",2,24,"Female","No",2,1,1,0,1
"1510",1510,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1511",1511,"Masters",2013,"Bangalore",3,26,"Female","No",4,1,1,0,2
"1512",1512,"Bachelors",2012,"Pune",3,25,"Female","No",3,1,1,0,1
"1513",1513,"Bachelors",2015,"New Delhi",3,28,"Female","No",2,0,1,0,1
"1514",1514,"Masters",2017,"New Delhi",2,24,"Female","No",2,0,1,0,2
"1515",1515,"Masters",2013,"New Delhi",3,26,"Male","No",4,1,0,0,2
"1516",1516,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1517",1517,"PHD",2016,"New Delhi",3,24,"Female","No",2,0,1,0,3
"1518",1518,"Bachelors",2017,"New Delhi",3,26,"Male","No",4,0,0,0,1
"1519",1519,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1520",1520,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1521",1521,"Bachelors",2017,"New Delhi",3,28,"Female","No",0,0,1,0,1
"1522",1522,"PHD",2016,"New Delhi",3,27,"Female","No",5,0,1,0,3
"1523",1523,"Masters",2014,"Bangalore",3,28,"Female","No",4,1,1,0,2
"1524",1524,"Bachelors",2014,"Bangalore",3,28,"Female","No",2,0,1,0,1
"1525",1525,"Bachelors",2017,"Bangalore",3,24,"Female","No",2,0,1,0,1
"1526",1526,"Masters",2015,"New Delhi",3,28,"Male","No",0,0,0,0,2
"1527",1527,"Bachelors",2015,"Pune",2,25,"Female","No",3,1,1,0,1
"1528",1528,"Masters",2017,"Pune",2,27,"Male","No",5,1,0,0,2
"1529",1529,"Bachelors",2014,"Pune",2,25,"Female","No",3,1,1,0,1
"1530",1530,"Bachelors",2015,"Pune",2,28,"Female","Yes",2,1,1,1,1
"1531",1531,"Bachelors",2013,"Pune",3,25,"Male","No",3,0,0,0,1
"1532",1532,"Bachelors",2013,"Pune",1,26,"Female","No",4,1,1,0,1
"1533",1533,"Bachelors",2012,"Pune",2,27,"Female","No",5,1,1,0,1
"1534",1534,"Masters",2017,"New Delhi",3,28,"Male","No",0,0,0,0,2
"1535",1535,"Bachelors",2012,"Bangalore",3,28,"Female","No",1,0,1,0,1
"1536",1536,"Bachelors",2015,"Pune",2,25,"Female","Yes",3,1,1,1,1
"1537",1537,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1538",1538,"Bachelors",2015,"Bangalore",3,24,"Female","No",2,0,1,0,1
"1539",1539,"Bachelors",2018,"New Delhi",3,24,"Female","No",2,1,1,0,1
"1540",1540,"Bachelors",2017,"New Delhi",3,27,"Female","Yes",5,0,1,1,1
"1541",1541,"PHD",2012,"Pune",3,27,"Male","No",5,0,0,0,3
"1542",1542,"Bachelors",2012,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1543",1543,"Bachelors",2013,"Bangalore",3,25,"Male","No",3,1,0,0,1
"1544",1544,"Bachelors",2015,"New Delhi",3,24,"Female","No",2,0,1,0,1
"1545",1545,"Bachelors",2013,"Pune",3,24,"Female","No",2,0,1,0,1
"1546",1546,"Bachelors",2016,"Pune",3,24,"Male","No",2,0,0,0,1
"1547",1547,"Bachelors",2018,"Pune",3,24,"Male","Yes",2,1,0,1,1
"1548",1548,"Bachelors",2015,"Bangalore",3,27,"Female","Yes",5,1,1,1,1
"1549",1549,"Bachelors",2018,"Bangalore",3,26,"Male","No",4,1,0,0,1
"1550",1550,"Bachelors",2012,"Pune",3,24,"Female","No",2,1,1,0,1
"1551",1551,"Masters",2017,"New Delhi",3,27,"Male","No",5,1,0,0,2
"1552",1552,"Bachelors",2012,"Bangalore",3,26,"Male","No",4,0,0,0,1
"1553",1553,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1554",1554,"Bachelors",2015,"New Delhi",3,25,"Female","No",3,0,1,0,1
"1555",1555,"Bachelors",2018,"Bangalore",3,24,"Female","No",2,1,1,0,1
"1556",1556,"Bachelors",2014,"Bangalore",3,28,"Male","No",4,0,0,0,1
"1557",1557,"Bachelors",2013,"Pune",1,26,"Female","No",4,1,1,0,1
"1558",1558,"Bachelors",2015,"Bangalore",3,27,"Male","No",5,0,0,0,1
"1559",1559,"Bachelors",2013,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1560",1560,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,1,0,0,1
"1561",1561,"Bachelors",2013,"Bangalore",3,25,"Female","No",3,1,1,0,1
"1562",1562,"Bachelors",2016,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"1563",1563,"Bachelors",2017,"Pune",3,26,"Male","No",4,0,0,0,1
"1564",1564,"Bachelors",2018,"Pune",2,28,"Female","No",5,1,1,0,1
"1565",1565,"Masters",2017,"Pune",2,27,"Male","No",5,0,0,0,2
"1566",1566,"Bachelors",2013,"Bangalore",3,25,"Female","No",3,0,1,0,1
"1567",1567,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1568",1568,"Bachelors",2017,"New Delhi",2,25,"Female","No",3,0,1,0,1
"1569",1569,"Bachelors",2018,"Pune",3,27,"Female","No",5,1,1,0,1
"1570",1570,"Bachelors",2016,"Pune",3,27,"Male","No",5,0,0,0,1
"1571",1571,"Bachelors",2013,"Bangalore",1,24,"Male","No",2,0,0,0,1
"1572",1572,"Bachelors",2012,"Bangalore",1,28,"Male","No",3,0,0,0,1
"1573",1573,"Bachelors",2016,"Pune",2,28,"Female","No",3,1,1,0,1
"1574",1574,"Bachelors",2016,"Pune",3,24,"Male","No",2,0,0,0,1
"1575",1575,"Bachelors",2017,"Bangalore",3,28,"Male","No",3,0,0,0,1
"1576",1576,"Bachelors",2017,"Pune",2,28,"Male","No",3,0,0,0,1
"1577",1577,"Bachelors",2017,"Bangalore",3,25,"Female","No",3,1,1,0,1
"1578",1578,"Bachelors",2015,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1579",1579,"Masters",2013,"New Delhi",3,25,"Male","No",3,1,0,0,2
"1580",1580,"Bachelors",2017,"Bangalore",3,24,"Male","No",2,0,0,0,1
"1581",1581,"Bachelors",2013,"Pune",3,27,"Male","No",5,0,0,0,1
"1582",1582,"Bachelors",2013,"Pune",2,24,"Female","No",2,1,1,0,1
"1583",1583,"Bachelors",2017,"Bangalore",3,28,"Male","No",1,1,0,0,1
"1584",1584,"Bachelors",2012,"Bangalore",3,25,"Male","No",3,0,0,0,1
"1585",1585,"Bachelors",2014,"Pune",3,26,"Male","No",4,0,0,0,1
"1586",1586,"Bachelors",2015,"Pune",1,24,"Female","No",2,1,1,0,1
"1587",1587,"Masters",2013,"New Delhi",3,24,"Female","Yes",2,1,1,1,2
